,fileName,dblock_Id,tile,year,content,Town,county,region,country
1255,NI-292000-411000-18,NI-292000-411000,18THE WEEKEND IN KILREA,1986,"{RECREATION:}MOST PEOPLE SET ASIDE THEWEEKEND FOR LEISURE OR RECREATION.THEY PLAY FOOTBALL,GO SWIMMING OR FISH IN THE RIVER BANN. {LEISURE CENTRE:}THERE IS A LEISURE CENTRE IN COLERAINE WHICH IS NEARKILREA.I LIKE TO GO TO THE LEISURE CENTRE AT THE WEEKEND.AS WELL AS BEING FUN IT KEEPS ME FIT. AT THE LEISURECENTRETHERE IS SWIMMING,SQUASH,SNOOKER AND OTHER SPORTS. {WALKING:}I SOMETIMES GO WALKING.I AM ABLE TO ENJOY THE COUNTRYSIDE AROUND ME.SOME WEEKEND I WOULD LIKE TO GO CAMPING BECAUSE I WOULD LIKE TO SPENDA NIGHT IN A TENT AWAY FROM HOME. ",Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1256,NI-292000-411000-19,NI-292000-411000,19HOMELIFE IN KILREA,1986,"{HOMELIFE:}I HAVE ONLY BEEN LIVING IN KILREA FOR A SHORT TIME.I USED TO LIVE IN ENGLAND.I LIVED IN THE LONDON SUBURBS.KILREA IS QUIETER THAN LONDON.{PARENTS:}BOTH OF MY PARENTS ARE STILLALIVE.MY FATHER WORKS AS A PLUMBER.I LIKE MY PARENTS A LOT.THEY DON'T PUSHME TO DO WORK WHICH THEY KNOW THAT I CANNOT DO.{TELEVISION:}AT HOME WE WATCH A LOT OFTELEVISION.MY MOTHER AND I LIKEDALLAS,DYNASTY AND CORONATION STREET.MY FATHER LIKES TO WATCH SPORT AND WILDLIFE PROGRAMMES.{HOME:}MY HOME IS SITUATED IN BRIDGESTREET.IT IS OUR OWN HOUSE.IT IS NUMBER 28.AT THE MOMENT THE HOUSE IS BEING RENOVATED.",Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1257,NI-292000-411000-2,NI-292000-411000,02EMPLOYMENT IN KILREA,1986,{EMLOYMENT:}I AM AN EIGHTEEN YEAR OLD YOUTH AND I HAVE BEEN UNEMPLOYED FOR ONE AND A HALF YEARS.I WOULD LOVE TO HAVE A JOB. {EDUCATION:}I ATTENDED ST.PAUL'SSECONDARY SCHOOL AND I LEFT WHEN I WAS SIXTEEN.I DID THE SECONDARYCERTIFICATE IN EDUCATION. {WORK EXPERIENCE:}FOR A YEAR I WORKED AS A TRAINEE BARMAN BUT AFTER THE YEAR WAS UP I WAS NOT KEPT ON.I LIKED WORKING IN A PUB.SINCE LEAVING THE PUB I HAVE NOT WORKED.{AMBITION:}I WOULD LIKE A JOB ASSOCIATED WITH ART OR DRAWING.WHEN AT SCHOOL I LIKED ART AND CRAFTS.I WOULDLIKE TO WORK AS A DRAUGHTSMAN. ,Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1258,NI-292000-411000-20,NI-292000-411000,20ST.PAUL'S DOMESDAY PROJECT,1986,"{PUPILS:}AMONG THE PUPILS WHO HELPED TO DO THE DOMESDAY PROJECT IN ST.PAUL'S.KILREA WERE THE FOLLOWING- CLAIRE CURRIE,GAIL MCGRATH,DONNA MADDEN,AMANDA CRAWFORD,MICHELLEMCALARY,SARAH BRADLEY ANDMALACHY QUINN.{TEACHERS:}LAWRENCE DIAMOND JOE CONVERYJOHN DALLATANNE MCCOLLUMLILLIAN O'KANE {EDITOR AND COORDINATOR:}NEAL O'BOYLE",Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1259,NI-292000-411000-3,NI-292000-411000,03LANGUAGE IN KILREA,1986,"{LANGUAGE:}THE PEOPLE OF KILREA SPEAK IN A RICH AND VIGOROUS LANGUAGE.SOME OF THE WORDS USED ARE DERIVED FROM IRISH OR THE LANGUAGE OF THE SCOTTISHLOWLANDS.HERE ARE SOME WORDS AND PHRASES USED IN THE KILREA AREA.{IRISH WORDS:}KILREA-THE CHURCH BESIDETHE CHARIOT WAY,TAMLAGHT O'CRILLY-CRILLY'S FIELDS,CAP-STOP OR DIRECT,BRACHAN-PORRIDGE,SHEUGH-DRAIN OR TRENCH.{SCOTTISH LOWLAND WORDS:}WET THETAE-MAKE THE TEA,WAN-ONE,HAULD YER TONGUE-KEEP QUIET,WOULDNAE-WOULD NOT,BEAD-BED.",Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1260,NI-292000-411000-4,NI-292000-411000,04INDUSTRY IN KILREA,1986,"{INDUSTRY:}THERE IS NOT A GREAT DEAL OF INDUSTRY IN KILREA.ANY INDUSTRY THEREIS REVOLVES AROUND FARMING AND AGRICULTURE.{CRAIG'S MILL:}THE MILL IS ENGAGED IN THE MANUFACTURE OF FEEDSTUFFS FORCATTLE AND PIGS.CRAIG'S MILL WAS ESTABLISHED IN 1828.TODAT IT IS STILLCONTROLLED BY THE CRAIG FAMILY. {COMPUTERISATION:}THE PLANT IS FULLYAUTOMATED AND COMPUTERISED.THIS HASDRASTICALLY CURTAILED EMPLOYMENT INTHE PLANT.AT ONE TIME MORE THAN 30 PEOPLE WORKED THERE BUT NOW ONLY 19ARE NEEDED. {MARKETING:}THE FINISHED PRODUCT IS SOLD TO FARMERS IN DERRY,NORTH ANTRIMAND PARTS OF TYRONE.",Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1261,NI-292000-411000-5,NI-292000-411000,05TRADE IN KILREA,1986,"{TRADE:}THE LOCAL SHOPS SERVE THE EVERYDAY NEEDS OF THE TOWN'S PEOPLE.FOOD AND GROCERY SHOPS ARENUMEROUS.THERE ARE ALSOCLOTHES,FOOTWEAR,ELECTRICAL AND GIFT SHOPS.{STREET TRADERS:}IN KILREA ON A WEDNESDAY AND FRIDAY A MAN CALLEDBARNEY DEVLIN COMES TO THE TOWN.HE DRIVES A LITTLE RED VAN.ON THIS VAN HE HAS FRUIT,VEGETABLES AND FISH WHICH HE SELLS TO THE LOCAL PEOPLE.{STALL HOLDERS:}ON TUESDAY THERE IS A MAN WHO PITCHES HIS STALL OUTSIDE THEMERCER'S ARMS.HE SELLS GARDEN PLANTS AND FLOWERS.{PUBS:}THERE ARE NUMEROUS PUBS IN KILREA.MANY OF THESE PUBS SELL SANDWICHES AND SNACKS AS WELL AS ALCOHOL.",Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1262,NI-292000-411000-6,NI-292000-411000,06COMMERCE IN KILREA,1986,"{COMMERCE:}THE NEEDS OF THE PEOPLE ARESERVED BY THE LOCAL BANKS,BUILDING SOCIETIES AND INSURANCE OFFICES.{BANKS:}THERE ARE TWO BANKS INKILREA,THE NORTHERN BANK AND THE BANKOF IRELAND.THESE OPEN AT 10.am.LUNCH IS FROM 12.30pm-1.30pm.CLOSING TIME IS 3.30pm. {BUILDING SOCIETIES:}AN AGENT ACTS F0RTHE NATIONWIDE BUILDING SOCIETY.THEHALIFAX BUILDING SOCIETY HAS AN OFFICE IN MAGHERA ST.. {INSURANCE:}MR.KERR ACTS AS ANINSURANCE CONSULTANT IN THE TOWN.HIS OFFICES ARE NEAR TO THE CHURCH OFIRELAND AND THE COUNTY PRIMARY SCHOOL.",Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1263,NI-292000-411000-7,NI-292000-411000,07FARMING IN KILREA,1986,{FARMING:}ONE FRIDAY OUR CLASS WENT ONA VISIT TO A FARM IN THE KILREAAREA.IT WAS A MIXED FARM OF 100 ACRES.{CATTLE:}THE FARMER HAD OVER 100 COWS ON HIS HOLDING.IN WINTER THE COWS AREFED ON SILAGE.SILAGE IS A MIXTURE OF GRASS AND TREACLE.{PIGS:}THE FARMER KEEPS BETWEEN 500 AND 600 PIGS.PIGS ARE FED ON MEAL ANDWHEY. {CROPS:}POTATOES ARE GROWN FOR HOME USE.BARLEY AND SILAGE ARE GROWN AS WINTER FODDER.THE BARLEY IS KEPT IN AGRAIN STORE AT AN EVEN TEMPERATURE.WHEN MEN GO INTO THE STORE MASKS HAVE TO BE WORN FOR SAFETY REASONS.THE MASKS PREVENT GRAIN DUST FROM ENTERING THE LUNGS.,Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1264,NI-292000-411000-8,NI-292000-411000,08CLUBS IN KILREA,1986,"{CLUBS:}KILREA OFFERS ITS CITIZENS AN OPPORTUNITY TO JOIN MANY DIFFERENT CLUBS.SOME OF THESE CLUBS ARECONNECTED WITH SPORTS AND OTHERS WITHCHURCHES OR OTHER ORGANIZATIONS.{SPORTS CLUBS:}THE SPORTS CLUBS IN THETOWN ARE HURLING,GAELIC,CAMOGIE,BOWLING,KARATE, SNOOKER,BADMINTON,FISHING AND GOLF. {CHURCH ORGANIZATIONS:}THESE ARE SOME OF THE SOCIETIES AND ORGANIZATIONS CONNECTED WITH THE CHURCHES,THEST.VINCENT DE PAUL SOCIETY,LEGION OF MARY,BOY SCOUTS OF IRELAND,BOY'S BRIGADE,WOMENS'FELLOWSHIP,SUNDAY SCHOOL,YOUTH FELLOWSHIP,GOOD NEWSCLUB,KILREA GIRLS' FRIENDLYSOCIETY,GIRL GUIDES,BROWNIES AND CHURCH OF IRELAND YOUTH CLUB.",Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1265,NI-292000-411000-9,NI-292000-411000,09CLUBS IN KILREA,1986,"{ CLUBS:}ONE OF THE MOST THRIVING CLUBS IN KILREA IS THE CAMOGIE CLUB.{CAMOGIE CLUB:}CAMOGIE IS A GAMEPECULIAR TO IRELAND.THE GAME IS PLAYED WITH CAMANS AND A LEATHER BALL.IT IS A GAME FOR GIRLS,THERE ARE 12 GIRLS ON EACH TEAM.{CLUB COLOURS:}THE COLOURS OF THE KILREA CAMOGIE CLUB ARE RED ANDWHITE,RED SKIRTS,WHITE TEE SHIRTS,WHITE SOCKS AND A WHITE GIRDLE.THERE IS A SENIOR TEAM AND AMINOR TEAM. {CLUB TRAINING:}CLUB TRAINING IS ON A MONDAY NIGHT AT 7.30pm.RUNNING AND CAMOGIE SKILLS ARE PERFORMED.THE CLUBHAS 40 MEMBERS.",Kilrea,County Derry / Londonderry,Causeway Coast and Glens,Northern Ireland
1266,NI-292000-423000-1,NI-292000-423000,01BALLYMONEY AND AREA,1986, Ballymoney is a rural town surroundedby a rich agricultural hinterland. The town itself has long narrow streetsand a bustling main street. The people are very friendly. Most activities and clubs are attached to local churches.Recently a few factories have opened in the town giving more employment but many people have to travel to nearby towns to work. {Market day}provides a good meeting time for farmers and many of them share a drink or lunch after their business is complete. Ballymoney is influenced by the nearby {North{Antrim Coast}with its wide variety ofscenic tourist attractions.The towncould be said to have the best of both worlds-rural and coastal. Therelatively new bypass means less traffic but has not harmed trade.,Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1267,NI-292000-423000-10,NI-292000-423000,10A TEENAGER'S LIFE--1,1986," I live with my family in a two-storey, three bedroomed house just outside Ballymoney. I wake each weekdaymorning at 7.00am. and once I have tidied my bedroom I wash and dress before breakfast. Then I collect mybags and leave home at 8.35am. to walk to{the bus stop}50 yards away. The bus arrives at 8.45am. and makes a few stops before arriving in Ballymoney at 9am.. In{school}it is essential to attend{{assembly}unless you have a late pass if your bus is usually too late foryou to do this.{Assembly, in Dalriada {school}is a short non-sectarianservice,followed by announcements, relating to the school about perhaps how our teams have fared in matchesplayed against other schools.",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1268,NI-292000-423000-11,NI-292000-423000,11A TEENAGER'S LIFE--2,1986," In{school}classes commence at 9.10am., after {assembly}. Each class lasts for 35 minutes unless we have a double period. In Form 1 and 2 we have a settimetable, but from Form 3 we have tochoose optional subjects as well asour compulsories. Break occurs at theend of the fourth period at 11.30am. when we can buy items from the {Tuck{shop}which is run by the sixth form.There are two classes before lunchtime,which is at 12.55pm. Lunch is served in the dining hall or if preferred a packed-lunch can be eaten. Classes recommence at 1.45pm. andschool ends at 3.30pm.,although some pupils leave ten minutes early for transport reasons. We are given earlyand late passes at the beginning ofeach school where necessary. ",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1269,NI-292000-423000-12,NI-292000-423000,12A TEENAGER'S LIFE--3,1986," When I arrive home from school duringthe week at about 3.45pm. I change into casual clothes and,when I havedone some light chores for my mother,I begin my {homework}which was set inschool. We have our{evening meal}at 6.00pm.and afterwards I pack my bags with the books I will need for school the nextday. Later in the evening I practice my piano music and then join myfriends in a local{Recreation}Area. Home life and social life foe me isvery pleasant. Lastly,after watching {{television}for a short time Igo to bed.Weekends are more relaxing,with more time for my friends and family. We goto Church on Sunday.",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1270,NI-292000-423000-13,NI-292000-423000,13THE KARATE CLUB,1986, The{karate club}meets once a week on a Friday evening from 8.30pm. to 10.00pm. It has a{membership}ofapproximately 40 spanning a wide age range with the youngest member aged5 years.It holds{B.I.K.A. Championships}threetimes a year. These are Britishchampionships designed to bring clubstogether to compete. Trophies areawarded for each competition. There are various grades ofachievement -- starting from{white{belt}and going through to{black}whichis the highest grade. Gradings are held three times a year.The club has been in existence for approximately five years and is well supported.,Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1271,NI-292000-423000-14,NI-292000-423000,14POLICE SERVICE,1986,"Ballymoney Police Station is situatedin Charlotte Street. There are two parts to the building - one on eachside of the road. The{Petty Sessions{Court}is an integral part of the older building. Their strength is approximately 140constables, 3 detectives and one other from{C.I.D.}together with part-timehelp from{Coleraine}whose sub-division they are in.Ballymoney has{no Traffic Wardens! The main problems in the area arebreak-ins and petty thieving. The Police arrange discos,hikes, ramble schemes etc. to aid{public {relations}.",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1272,NI-292000-423000-15,NI-292000-423000,15BALLYMONEY SHOW,1986,"{Ballymoney Show}is held once a yearjust before the summer holidays. Itlasts for two to three days andincludes equestrian events, differentstalls from local shops, agriculturalmachinery displays, home industries, amusements and livestock judging. On the Friday there are variouscompetitions arranged by the{Young{Farmers' Club.}These include Tug ofWar, football and hay bag tossing. It is customary at this time of theyear for anyone who is getting married to be tied in the back of a trailer, suitably attired and decorated for the occasion and paraded through the Showgrounds.Saturday is the main day and manypeople go for the whole day and thereare food and drink stalls available.",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1273,NI-292000-423000-16,NI-292000-423000,16FARMING,1986," There are two main types of farming in the area:-{Dairy Farming {Arable Farming The main dairy herds are{Freisan}and the two types of farming are mixed through the area. The main collectionarea for the dairy farmer is{ {Ballyrashane Creamery,}approximately 8 miles from Ballymoney towardsColeraine.There is also a little beef farmingand these farmers deal in Ballymoney{Cattle Market}which is held everyTuesday.Barley, potatoes, rape(from which oilis obtained for cattle feeds and margarine) and corn are the most usual crops harvested. ",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1274,NI-292000-423000-17,NI-292000-423000,17INDUSTRY,1986, In recent years more factories havecome to the Ballymoney area:-{Doltone }-This factory producesknitwear which is sent todifferent Chain Stores inthe British Isles.{Fleming's Poultry }- They deal mostlyin chickens which come from broiler farms situated throughoutN.Ireland.{Sherwoods}- They make precisionsurgical instruments for export. These are only a few of the factorieswhich have brought employment to the area.,Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1275,NI-292000-423000-18,NI-292000-423000,18ANNUAL FUN RUN,1986," Once a year{St.James' Church}holds a well supported Fun Run. Entrants comefrom a wide area and the coursegoesdown the Main Street, along Castle Street, towards Balnamore turning at the crossroads and returns toBallymoney via the road to Macfin andthe old Coleraine Road , now calledthe Newbridge Road. After the run ,in the church halleveryone is served light refreshments. Certificates are given to all whocompleted the run and prizes are awarded for the best times. There are other runs in the area - the Dervock Half Marathon being one of the better known ones. ",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1276,NI-292000-423000-2,NI-292000-423000,02RELIGION,1986," The {churches}in the block total seven,two of which are Presbyterian. First Church in Meetinghouse Streetwas built in 1777,minister- Rev.NobleMcNeely. Trinity in Rodeing Foot has Rev.Derek Poots as minister. The Reformed Presbyterians have achurch off Charlotte Street-minister Rev. Dr.Hugh Blair. The Church ofIreland of St.Patrick is at the east end of Church Street and has the Rev.Robin Lavery as rector. The Roman Catholic Church of Our Lady and St. Patrick is inCastle Street and Rev. Christopher Dallat is parish priest.The Rev. Edmund Mawhinney is minister of the Methodist Church in Seymour St. and a new Church of God is on the Garryduff Road,pastor Mr.Edmund Taylor.",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1277,NI-292000-423000-3,NI-292000-423000,03HOME LIFE,1986," {Home life}in and around Ballymoney varies between families;the size of the families is decreasing with an increasing divorcerate.The housewife's life has become easier with the introduction of new domesticappliances.Most homes have three{meals per day, breakfast, consisting of acereal, with toast and tea, however an important exception is the Ulster Fry. Generally everyone has a light lunch with the main meal of the day being in the early evening. The most importantmeal of the week is Sunday lunch, when all the{family}meets together. In the{rural}areas the predominant domestic animal is the dog which sometimes has a workingfunction. Cats are also very popular particularly in the residential areas.",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1278,NI-292000-423000-4,NI-292000-423000,04BIOGRAPHY,1986," {George Shiels,}playwright,was born at Ballybrakes Road in thehamlet of Milltown on 24th June 1881.He wrote many of his plays in a houseon Main St.,Ballymoney where he had abusiness as a{travel agent.}He died on 19th September 1949 and was buried inthe Roman Catholic Churchyard in Castle Street where his grave is marked by{a small black headstone.}Among his best known plays are ""TheNew Gossoon"",""The Passing Day"" and ""The Rugged Path"", which{brokeall {records}at the Abbey Theatre,Dublin in 1840. It ran for twelve weeks and wasseen by some thirty six thousand people. { }",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1279,NI-292000-423000-5,NI-292000-423000,05POLITICAL FIGURES,1986,"The{Rev.J.B.Armour},a controversialpolitical figure,was minister of Trinity Presbyterian Church from 1869to 1925.{Sir William McCleary}was a UnionistMember of Parliament at Stormont,Northern Ireland Minister of Commercefrom 1949 to 1953 and{Grand Master of {the Orange Order}. He owned BalnamoreMill and died at Balnamore House, hishome, on 30th October 1957 aged 70 years. ",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1280,NI-292000-423000-6,NI-292000-423000,06DRAMA FESTIVAL,1986," {Ballymoney Drama Festival} is one of the oldest and most respected in Ireland,lasting two weeks each year. The winners in the various classes qualify for the{Northern Ireland{Finals.} Clubs from all over the province enter, not only because ofthe high standard of performance but because of the highly qualifiedadjudicators who are invited. The{Town Hall} has always been the venue and the limited number of seatsmeans there is competition for available tickets once the seasontickets have been sold. The festival is a social occasion for those who only meet once a year here in therefreshment room during the interval or after the performance.",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1281,NI-292000-423000-7,NI-292000-423000,07ARCHITECTURE,1986," The{Origins}of Ballymoney go back to a{Norman Tower House}which stood inCastle Street,guarding the maincommunications route to the riverBann. At the junction of Charlotte Street and Main Street is the{Masonic {Hall,}built as a market house by the Earl of Antrim around 1775. Charlotte Street, named after theCountess of Antrim in 1826,containssome fine examples of late{Georgian {town houses}with facades,fanlights and attractive doorcases. Also in this street{Westoncrofts,a small Georgian{mansion,}with arched Tuscan porch,nowthe property of the R.U.C.. The{Court {House,}an unusual building with avitruvian doorway,was erected by Sir Charles Lanyon in 1837. The{Manor {House,}another fine Georgian buildingis now in a very poor state of repair.",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1282,NI-292000-423000-8,NI-292000-423000,08LOCAL HISTORY,1986,"The{oldest building}in Ballymoney is the{tower of the ruined church}which stands in the old churchyard inVictoria Street. It has a{datestone} recording that it was built in 1637.The old churchyard contains a number of unusual tombstones ,including one marking the gave of Alexander Gamble,{{a United Irishman}executed in 1798. The{Lamb's Fold}at O'Harabrook was originally a{Quaker graveyard}of the Ballinacree Quaker settlement. In more recent years it has become the private graveyard of the{Moores of Moore Lodge and the{Cramsies of O'Harabrook}.The most recent internment was that of Sir William Samson Moore,second baronet, who died in July 1978. ",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1283,NI-292000-423000-9,NI-292000-423000,09THE ARMY CADET FORCE,1986," The{Army Cadet Force}teaches{boys}abasic military knowledge and code of discipline using military personnel in conjunction with civilians. The{Dalriada Detachment} is the oldest in Northern Ireland. They train twohours a week and a weekend in Larneonce a month. This involves shooting,drill,fieldcraft etc..During the{Summer hoidays,}cadets from North Antrim travel to Britain to live like{'regular soldiers'}for two weeks, with a much wider scope of activities, including patroling and ambushing.All through these activities the cadets are being shown{Army life,} which gives them a good background for a full time{career}in the{Armed {Forces. } ",Bendooragh,County Antrim,Causeway Coast and Glens,Northern Ireland
1284,NI-292000-438000-1,NI-292000-438000,01 A General Description.,1986," This area covers the upper half of thetown of Bushmills and stretches across farm land to the neighbouring smallsettlements of Priestland and Billy.The town of Bushmills, originally known as Portcamon grew up as abridging point on the River Bush.Inthe 17th Century the town andsurrounding lands were granted to theMacNaughten family who have had aconsiderable influence on itsdevelopment.Bushmills' present industries include a pyjama factory, a fishery and theworld famous Bushmills Distillery. Also in the block are two waterpowered flour mills, disused since the 1950's. The surrounding land is primarily used for mixed farming, dairy farmingpredominant, barley the main cereal. The Scottish influence is still strong.",Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1285,NI-292000-438000-10,NI-292000-438000,10 Bushmills Centre Continued.,1986, They are only open two weekends a month.Most of the workers are female and there are only four males.Thereare just about the same number of girlsas boys come to stay at the centre.Most of the children are of SecondaryScool age although they have fourPrimary School parties a year.All thechildren come from County Antrim and they stay four days at the most.Thelongest length of time people stay is10 days.The centre is busiest from Easter to Halloween.,Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1286,NI-292000-438000-11,NI-292000-438000,11 The Health Clinic,1986," The Health Clinic is in Bushmills.Itis run by Moyle District Council.Someof the jobs at the clinic are district nurses, a speech therapist, a doctor who attends twice a month, a socialworker and someone to run the toylibrary.This is done voluntarily.There is no special job for areceptionist.The{infant welfare} takes place about once a week usually on a Wednesday and about 25 attend it.For the first six months of a baby's lifeit attends the clinic every 2 weeks. Then it goes for different reasons,for example, speech therapy.On average about 5 people attend {speechtherapy} per day.The {toy library} is for children under school age.About 10children come with their parents.The Health Centre itself ",Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1287,NI-292000-438000-12,NI-292000-438000,12 Health Clinic Continued.,1986,"people per week.It is busier in theafternoon.The majority of people who attend the clinic are mothers, babiesand toddlers.Also people sometimes {phone in} foradvice.There is usually a {socialworker} at the clinic.{Districtnurses} call on people who have troublebathing and give them bed baths.They give out bed pans for people who are bed ridden and walking aids for thosewho find it difficult to get about.Most of the employees at the clinic are female.About 50% of the employeeslive within 3 or 4 miles of the clinic and 50% live further away, like thedoctor and speech therapist.Thepeople that use the clinic ie the{clients} mostly live in Bushmills,Portballintrae, Mosside and other",Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1288,NI-292000-438000-13,NI-292000-438000,13 Health Clinic Continued.,1986,country places within 4 km of theclinic.The clinic started up between 15 and20 years ago.Improvements could be made to the 200 year old building.It is very cold inside and occasionally the electricity goes off.There used to be a Housing Executiveoffice in the clinic but it had to close down because not enough people attended it.A dentist used to be atthe clinic but he is no longer there.An eye clinic is going to start up verysoon and it is going to be held once a month or every three months.Everybodyseems to be very happy about the clinic. ,Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1289,NI-292000-438000-14,NI-292000-438000,14 The Community Centre.,1986," The Community Centre in Bushmills was built by Moyle District Council andopened in 1984.In the spring of 1985 the full time Ace worker who ran the centre left and was not replaced.Thisdecision caused controversy in the local council and local press.Asurvey was carried out by DunluceSchool to ascertain how far the centre was meeting the needs of the community. 1.Do you use the new Community Centrein Bushmills? 121 respondents.YES60 NO61 2.If yes, how often? 60 respondents More than once a week26",Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1290,NI-292000-438000-15,NI-292000-438000,15 Community Centre Continued.,1986," Once a week26Once or twice a month 2only occasionally [lessthan once a month]63. Do other members of your household use the Centre? 101 respondentsYES51 NO50 We concluded from these three resultsthat the centre is used by around half the people in the area and that themajority of those who use it do so regularly.7. For what activities do you, ormembers of your family use the centre? 121 respondents [respondentsinclude respondent and members of their",Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1291,NI-292000-438000-16,NI-292000-438000,16 Community Centre Continued.,1986,family.YOUTH CLUB 81DISCOS107JUNIOR YOUTH CLUB17OVER SIXTIES CLUB32JUDO COURSES 32FOOTBALL TRAINING31WOMANS KEEP FIT CLASSES14YOGA CLASSES7GENERAL RECREATION 73CRAFT CLASSES 1 From this we concluded that younger especially are using the centre butthat all ages are getting some benefit.Most families had at least one memberwho used the centre.8.Are you satisfied with the procedure for booking and using thecentre?,Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1292,NI-292000-438000-17,NI-292000-438000,17 Community Centre Continued.,1986, 96 respondentsYES93 NO 39.How might the service provided bythe Community Centre be improved?22 respondents15were generally satisfied3wanted to see swimming facilities added1wanted more time for general recreation1wanted more publicity aboutcentre activities 2wanted the full time workerrestoredWe concluded from these results thatin general most people were satisfiedwith the services provided by thecentre.,Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1293,NI-292000-438000-18,NI-292000-438000,18 Life 50 years ago and now.,1986," These accounts are based on interviewswith a group of 20 old people. HOUSING Houses people lived in about 50 years ago were usually white washed, thatchedcottages with no electricity and paraffin lamps for light. There were usually 3 rooms and in one of the roomsthere is a large open fire where mostof the cooking was done.Unlike today there was no toiletinside the house.It was usuallyoutside in a wee shed or hut.There were no taps or pumps to pump the waterto the homes but you would usually havehad to walk 3 or 4 hundred yards to thenearest water supply.In the houseitself there was a surprising amount offurniture with one bedroom which had tobe shared with the amount of peopleliving in the house. Today there are rarely more than two people per room.",Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1294,NI-292000-438000-19,NI-292000-438000,19 Life 50 years ago and now.,1986," SCHOOLINGLike today, at the age of 5 peopleyears ago started school, but left atthe age of 14, not 16.School lastedfor six hours and there was half anhour break. Unlike todaythere were holidays at every farming season of theyear.They also got off school to gopotato gathering. There was only one big room.The firewas at the front, and the youngest people sat at the front and the elderpeople sat at the back along with thechildren who were naughty, or those whodidn't bring any fuel for the fire.They wrote on slates with chalk. The old people envied today's facilities.ENTERTAINMENTKids played hide and seek and marbles because they had very few toys. ",Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1295,NI-292000-438000-2,NI-292000-438000,02 The town I live in.,1986," Bushmills is a quaint sleepy town but there is always so much to do.Isometimes go to the Saturday night discos.The town itself is a friendly community.There are lots of places toexplore.My mother would have a fit ifshe knew the dangerous places I have explored with my friends.For instance, take the old water wheel mill.The boards are rotten, the placeis damp but we explored it.The town is always dead on a Sunday.I really like living in Bushmillsbecause there is always something on like youthclub and going out for walks [and raiding the orchards!].Bushmillsis not worth mentioning if you don't mention the Whiskey Distillery or theGiants Causeway.Despite high unemployment I would not change it for the world. ",Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
1296,NI-292000-438000-20,NI-292000-438000,20 Life 50 years ago and now.,1986," Also in the school holidays they went fishing.They didn't get very muchmoney, about 1 or 2 shillings a week,which was spent on sweets andcigarettes. Unlike today, when you leftschool the only thing for you to dowas to get a job (ie. working on a farmor in the distillery). Also therewere very few bikes and radios, andnewspapers were the only way of findingout national news.When going to your first dance youwere probably about 15 and you usually went with your friends. Church was very important then andmost people were God-fearing. There were more pubs then and moredrunk people, but not as much violence.Churches and pubs were where mostcountry folk picked up the weeklynews. They were like local broadcastingstations.",Portballintrae,County Antrim,Causeway Coast and Glens,Northern Ireland
